City_/_Town_(Receiving_Water),Applicant_/_Facility_Name,Permit_Number,Date_of_Issuance,City/Town,Facility_Name,Facility_name_clean,Permit_URL,Stage,State,Watershed,City_/_Town,Comment_Period_Dates
"Essex Junction (Winooski River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permit-2015.pdf'>International Business Machines (pdf)</a> <span class='document__meta'>(948 KB)</span>,VT0120037,06/29/2015,Essex Junction,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permit-2015.pdf'>International Business Machines (pdf)</a> <span class='document__meta'>(948 KB)</span>,International Business Machines (pdf) (948 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0120037permit-2015.pdf'],final,vt,"Winooski River, Class B",,
"Essex Junction (Winooski River, Grade 5 Domestic)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permitmod-2022.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: City of Essex Junction, Town of Williston, &amp; Town of Essex) (Modification and Name Change) (pdf)</a> <span class='document__meta'>(733 KB)</span>",VT0100111,08/24/2022,Essex Junction,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permitmod-2022.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: City of Essex Junction, Town of Williston, &amp; Town of Essex) (Modification and Name Change) (pdf)</a> <span class='document__meta'>(733 KB)</span>","Essex Junction WWTF (Co-Permittees: City of Essex Junction, Town of Williston, & Town of Essex) (Modification and Name Change) (pdf) (733 KB)",['https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permitmod-2022.pdf'],final,vt,"Winooski River, Grade 5 Domestic",,
"Essex Junction (Winooski River, Grade 5 Domestic)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permit-2021.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: Village of Essex Junction, Town of Williston, &amp; Town of Essex) (pdf)</a> <span class='document__meta'>(2 MB)</span>",VT0100111,07/21/2021,Essex Junction,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permit-2021.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: Village of Essex Junction, Town of Williston, &amp; Town of Essex) (pdf)</a> <span class='document__meta'>(2 MB)</span>","Essex Junction WWTF (Co-Permittees: Village of Essex Junction, Town of Williston, & Town of Essex) (pdf) (2 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalvt0100111permit-2021.pdf'],final,vt,"Winooski River, Grade 5 Domestic",,
Essex Junction (Winooski River),"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100111permit-2004.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: Village of Essex Junction, Town of Williston, &amp; Town of Essex) (pdf)</a> <span class='document__meta'>(1 MB)</span>",VT0100111,03/16/2004,Essex Junction,"<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100111permit-2004.pdf'>Essex Junction <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (Co-Permittees: Village of Essex Junction, Town of Williston, &amp; Town of Essex) (pdf)</a> <span class='document__meta'>(1 MB)</span>","Essex Junction WWTF (Co-Permittees: Village of Essex Junction, Town of Williston, & Town of Essex) (pdf) (1 MB)",['https://www.epa.gov/system/files/documents/2025-09/vt0100111permit-2004.pdf'],final,vt,Winooski River,,
"Essex Junction (Otter Creek, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0020141permit-2010.pdf'>Shelburne Limestone Corporation (pdf)</a> <span class='document__meta'>(673 KB)</span>,VT0020141,06/01/2010,Essex Junction,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0020141permit-2010.pdf'>Shelburne Limestone Corporation (pdf)</a> <span class='document__meta'>(673 KB)</span>,Shelburne Limestone Corporation (pdf) (673 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0020141permit-2010.pdf'],final,vt,"Otter Creek, Class B",,
"Fair Haven (Castleton River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100129permit-2019.pdf'>Fair Haven Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.9 MB)</span>,VT0100129,07/01/2019,Fair Haven,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0100129permit-2019.pdf'>Fair Haven Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(1.9 MB)</span>,Fair Haven Wastewater Treatment Facility (pdf) (1.9 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0100129permit-2019.pdf'],final,vt,"Castleton River, Class",,
Fair Haven (Castleton River),<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100129permit-2004.pdf'>Fair Haven Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(853 KB)</span>,VT0100129,08/08/2004,Fair Haven,<a href='https://www.epa.gov/system/files/documents/2025-09/vt0100129permit-2004.pdf'>Fair Haven Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(853 KB)</span>,Fair Haven Wastewater Treatment Facility (pdf) (853 KB),['https://www.epa.gov/system/files/documents/2025-09/vt0100129permit-2004.pdf'],final,vt,Castleton River,,
"Fairfax (Lamoille River, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101087permit-2018.pdf'>Fairfax Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(544 KB)</span>,VT0101087,07/03/2018,Fairfax,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101087permit-2018.pdf'>Fairfax Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(544 KB)</span>,Fairfax Wastewater Treatment Facility (pdf) (544 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0101087permit-2018.pdf'],final,vt,"Lamoille River, Class",,
"Fairlee (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001261permit-2011.pdf'>Britton Lumber Company (pdf)</a> <span class='document__meta'>(589 KB)</span>,VT0001261,08/03/2011,Fairlee,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001261permit-2011.pdf'>Britton Lumber Company (pdf)</a> <span class='document__meta'>(589 KB)</span>,Britton Lumber Company (pdf) (589 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0001261permit-2011.pdf'],final,vt,"Connecticut River, Class B",,
"Fairlee (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt00001261permit-2007.pdf'>Britton Lumber Company (pdf)</a> <span class='document__meta'>(425 KB)</span>,VT0001261,02/21/2007,Fairlee,<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt00001261permit-2007.pdf'>Britton Lumber Company (pdf)</a> <span class='document__meta'>(425 KB)</span>,Britton Lumber Company (pdf) (425 KB),['https://www.epa.gov/system/files/documents/2025-09/finalvt00001261permit-2007.pdf'],final,vt,"Connecticut River, Class B",,
Fairlee (Lake Morey),"<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0120120permit-2024.pdf'>Town of Fairlee - Lake Morey, Various Locations (pdf)</a> <span class='document__meta'>(1.3 MB)</span>",VT0120120,04/30/2024,Fairlee,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalvt0120120permit-2024.pdf'>Town of Fairlee - Lake Morey, Various Locations (pdf)</a> <span class='document__meta'>(1.3 MB)</span>","Town of Fairlee - Lake Morey, Various Locations (pdf) (1.3 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalvt0120120permit-2024.pdf'],final,vt,Lake Morey,,
"Ferrisburgh (Little Otter Creek, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0001473permit-2014.pdf'>Powhatan Ferrisburgh, LLC (pdf)</a> <span class='document__meta'>(1.1 MB)</span>",VT0001473,11/13/2014,Ferrisburgh,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0001473permit-2014.pdf'>Powhatan Ferrisburgh, LLC (pdf)</a> <span class='document__meta'>(1.1 MB)</span>","Powhatan Ferrisburgh, LLC (pdf) (1.1 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalvt0001473permit-2014.pdf'],final,vt,"Little Otter Creek, Class B",,
"Ferrisburgh (Little Otter Creek, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt00001473permit-2012.pdf'>Powhatan, LLC (pdf)</a> <span class='document__meta'>(110 KB)</span>",VT0001473,04/10/2012,Ferrisburgh,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt00001473permit-2012.pdf'>Powhatan, LLC (pdf)</a> <span class='document__meta'>(110 KB)</span>","Powhatan, LLC (pdf) (110 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt00001473permit-2012.pdf'],final,vt,"Little Otter Creek, Class B",,
"Florence (Otter Creek and an unnamed tributary of Smith Pond, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020770permit-2018.pdf'>OMYA East and West Processing Facilities (pdf)</a> <span class='document__meta'>(259 KB)</span>,VT0020770,09/27/2018,Florence,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020770permit-2018.pdf'>OMYA East and West Processing Facilities (pdf)</a> <span class='document__meta'>(259 KB)</span>,OMYA East and West Processing Facilities (pdf) (259 KB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0020770permit-2018.pdf'],final,vt,"Otter Creek and an unnamed tributary of Smith Pond, Class",,
"Georgia (Arrowhead Mountain Lake, Class B(2))",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permit-2018.pdf'>PBM Nutritionals Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(285 KB)</span> <br> <a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permitcorrection-2018.pdf'>PBM Nutritionals Wastewater Treatment Facility (Corrected Pages) (pdf)</a> <span class='document__meta'>(274 KB)</span>,VT0020702,06/29/2018,Georgia,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permit-2018.pdf'>PBM Nutritionals Wastewater Treatment Facility (pdf)</a> <span class='document__meta'>(285 KB)</span> <br> <a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permitcorrection-2018.pdf'>PBM Nutritionals Wastewater Treatment Facility (Corrected Pages) (pdf)</a> <span class='document__meta'>(274 KB)</span>,PBM Nutritionals Wastewater Treatment Facility (pdf) (285 KB)  PBM Nutritionals Wastewater Treatment Facility (Corrected Pages) (pdf) (274 KB),"['https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permit-2018.pdf', 'https://www.epa.gov/system/files/documents/2025-07/finalvt0020702permitcorrection-2018.pdf']",final,vt,"Arrowhead Mountain Lake, Class",,
"Georgia (Arrowhead Mountain Lake, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0020702permit-2007.pdf'>PBM Nutritionals, LLC (Georgia Dairy Industrial Park) (pdf)</a> <span class='document__meta'>(837 KB)</span>",VT0020702,03/23/2007,Georgia,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0020702permit-2007.pdf'>PBM Nutritionals, LLC (Georgia Dairy Industrial Park) (pdf)</a> <span class='document__meta'>(837 KB)</span>","PBM Nutritionals, LLC (Georgia Dairy Industrial Park) (pdf) (837 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0020702permit-2007.pdf'],final,vt,"Arrowhead Mountain Lake, Class B",,
"Gilman (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2012.pdf'>Ampersand Gilman Hydro LP (pdf)</a> <span class='document__meta'>(685 KB)</span>,VT0001325,05/10/2012,Gilman,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2012.pdf'>Ampersand Gilman Hydro LP (pdf)</a> <span class='document__meta'>(685 KB)</span>,Ampersand Gilman Hydro LP (pdf) (685 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2012.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2009.pdf'>Ampersand Gilman Hydro LP (pdf)</a> <span class='document__meta'>(129 KB)</span>,VT0001325,04/29/2009,Gilman,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2009.pdf'>Ampersand Gilman Hydro LP (pdf)</a> <span class='document__meta'>(129 KB)</span>,Ampersand Gilman Hydro LP (pdf) (129 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0001325permit-2009.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000116permit-2008.pdf'>Dalton Hydro, LLC (pdf)</a> <span class='document__meta'>(137 KB)</span>",VT0000116,02/20/2008,Gilman,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000116permit-2008.pdf'>Dalton Hydro, LLC (pdf)</a> <span class='document__meta'>(137 KB)</span>","Dalton Hydro, LLC (pdf) (137 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalvt0000116permit-2008.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001325permit-2007.pdf'>Dalton Hydro, LLC (pdf)</a> <span class='document__meta'>(393 KB)</span>",VT0001325,12/06/2007,Gilman,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalvt0001325permit-2007.pdf'>Dalton Hydro, LLC (pdf)</a> <span class='document__meta'>(393 KB)</span>","Dalton Hydro, LLC (pdf) (393 KB)",['https://www.epa.gov/system/files/documents/2025-09/finalvt0001325permit-2007.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/dirigopaper-2003.pdf'>Dirigo Paper (pdf)</a> <span class='document__meta'>(618 KB)</span>,VT0000116,04/22/2003,Gilman,<a href='https://www.epa.gov/system/files/documents/2025-09/dirigopaper-2003.pdf'>Dirigo Paper (pdf)</a> <span class='document__meta'>(618 KB)</span>,Dirigo Paper (pdf) (618 KB),['https://www.epa.gov/system/files/documents/2025-09/dirigopaper-2003.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101061permit-2015.pdf'>Lunenburg Fire District #2 <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,VT0101061,06/11/2015,Gilman,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101061permit-2015.pdf'>Lunenburg Fire District #2 <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,Lunenburg Fire District #2 WWTF (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0101061permit-2015.pdf'],final,vt,"Connecticut River, Class B",,
"Gilman (Connecticut River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0101061permit-2009.pdf'>Lunenburg Fire District #2 <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (pdf)</a> <span class='document__meta'>(168 KB)</span>,VT0101061,02/09/2009,Gilman,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0101061permit-2009.pdf'>Lunenburg Fire District #2 <abbr title='Wastewater Treatment Facility'>WWTF</abbr> (pdf)</a> <span class='document__meta'>(168 KB)</span>,Lunenburg Fire District #2 WWTF (pdf) (168 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0101061permit-2009.pdf'],final,vt,"Connecticut River, Class B",,
"Grand Isle (Cooper Bay, Lake Champlain, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000892permit-2010.pdf'>Cooper Bay Mobile Home Park (pdf)</a> <span class='document__meta'>(503 KB)</span>,VT0000892,08/31/2010,Grand Isle,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0000892permit-2010.pdf'>Cooper Bay Mobile Home Park (pdf)</a> <span class='document__meta'>(503 KB)</span>,Cooper Bay Mobile Home Park (pdf) (503 KB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0000892permit-2010.pdf'],final,vt,"Cooper Bay, Lake Champlain, Class B",,
"Grand Isle (Lake Champlain, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001490permit-2012.pdf'>Grand Isle Consolidated Water District (pdf)</a> <span class='document__meta'>(1.3 MB)</span>,VT0001490,06/19/2012,Grand Isle,<a href='https://www.epa.gov/system/files/documents/2025-08/finalvt0001490permit-2012.pdf'>Grand Isle Consolidated Water District (pdf)</a> <span class='document__meta'>(1.3 MB)</span>,Grand Isle Consolidated Water District (pdf) (1.3 MB),['https://www.epa.gov/system/files/documents/2025-08/finalvt0001490permit-2012.pdf'],final,vt,"Lake Champlain, Class B",,
"Grand Isle (Lake Champlain, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101222permit-2018.pdf'>Grand Isle Fire District No. 4  (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,VT0101222,02/23/2018,Grand Isle,<a href='https://www.epa.gov/system/files/documents/2025-07/finalvt0101222permit-2018.pdf'>Grand Isle Fire District No. 4  (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Grand Isle Fire District No. 4  (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2025-07/finalvt0101222permit-2018.pdf'],final,vt,"Lake Champlain, Class B",,
